,receiver_prev_count,channel_api,channel_bank transfer,channel_null,channel_pos,channel_vas,amount,trans_deviation,isExternalPayment,status,type_credit,type_debit,secs_after_midnight,preBalance,aggregate_30_amount_sum,aggregate_30_preBalance_sum,aggregate_30_amount_mean,aggregate_30_preBalance_mean,aggregate_30_count,aggregate_60_amount_sum,aggregate_60_preBalance_sum,aggregate_60_amount_mean,aggregate_60_preBalance_mean,aggregate_60_count,recent_transactions,firstTransfer,transactionLocationLat,transactionLocationLong,accountType_business,accountType_business-customer,accountType_corporate,accountType_customer,accountType_individual,isPhoneNumberVerified,isBanned,age,secs_after_user_creation,isIdentityVerified
0,0,0,1,0,0,0,400000,400000,1.0,0,0,1,27855,481063.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,39,41855053.546,1
